"Profile","Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)"
"DSUBm-Basic-Folder-Subscription","Subscription.channel.extension","Subscription.channel.extension","","","",0,*,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"DSUBm-Basic-Folder-Subscription","Subscription.channel.extension:heartbeatPeriod","Subscription.channel.extension","heartbeatPeriod","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/uv/subscriptions-backport/StructureDefinition/backport-heartbeat-period]]} {[]}
","Interval in seconds to send 'heartbeat' notification","If present, a 'hearbeat' notification (keepalive) is sent via this channel with an the interval period equal to this elements integer value in seconds. If not present, a heartbeat notification is not sent.","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children unless an empty Parameters resource {hasValue() or (children().count() > id.count()) or $this is Parameters}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"DSUBm-Basic-Folder-Subscription","Subscription.channel.extension:timeout","Subscription.channel.extension","timeout","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/uv/subscriptions-backport/StructureDefinition/backport-timeout]]} {[]}
","Timeout in seconds to attempt notification delivery","If present, the maximum amount of time a server will allow before failing a notification attempt.","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children unless an empty Parameters resource {hasValue() or (children().count() > id.count()) or $this is Parameters}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"DSUBm-Basic-Folder-Subscription","Subscription.channel.extension:maxCount","Subscription.channel.extension","maxCount","","",0,1,"","","","Extension {[CanonicalType[http://hl7.org/fhir/uv/subscriptions-backport/StructureDefinition/backport-max-count]]} {[]}
","Maximum number of triggering resources included in notification bundles","If present, the maximum number of triggering resources that will be included in a notification bundle (e.g., a server will not include more than this number of trigger resources in a single notification). Note that this is not a strict limit on the number of entries in a bundle, as dependent resources can be included.","","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children unless an empty Parameters resource {hasValue() or (children().count() > id.count()) or $this is Parameters}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"DSUBm-Basic-Folder-Subscription","Subscription.channel.modifierExtension","Subscription.channel.modifierExtension","","extensions
user contentmodifiers","",0,*,"","Y","Y","Extension {[]} {[]}
","Extensions that cannot be ignored even if unrecognized","May be used to represent additional information that is not part of the basic definition of the element and that modifies the understanding of the element in which it is contained and/or the understanding of the containing element's descendants. Usually modifier elements provide negation or qualification. To make the use of extensions safe and manageable, there is a strict set of governance applied to the definition and use of extensions. Though any implementer can define an extension, there is a set of requirements that SHALL be met as part of the definition of the extension. Applications processing a resource are required to check for modifier extensions.

Modifier extensions SHALL NOT change the meaning of any elements on Resource or DomainResource (including cannot change the meaning of modifierExtension itself).","There can be no stigma associated with the use of extensions by any application, project, or standard - regardless of the institution or jurisdiction that uses or defines the extensions.  The use of extensions is what allows the FHIR specification to retain a core level of simplicity for everyone.","Modifier extensions allow for extensions that *cannot* be safely ignored to be clearly distinguished from the vast majority of extensions which can be safely ignored.  This promotes interoperability by eliminating the need for implementers to prohibit the presence of extensions. For further information, see the [definition of modifier extensions](http://hl7.org/fhir/R4/extensibility.html#modifierExtension).","","","","","","","",,,,,"",,,,"BackboneElement.modifierExtension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"DSUBm-Basic-Folder-Subscription","Subscription.channel.type","Subscription.channel.type","","","",1,1,"","","Y","code {[]} {[]}
","rest-hook | websocket | email | sms | message","The type of channel to send notifications on.","","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""rest-hook""/>","","","",,"required","The type of method used to execute a subscription.","http://hl7.org/fhir/ValueSet/subscription-channel-type|4.3.0","",,,,"Subscription.channel.type",1,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DSUBm-Basic-Folder-Subscription","Subscription.channel.type.id","Subscription.channel.type.id","","","",0,1,"","","","string {[]} {[]}
","xml:id (or equivalent in JSON)","unique id for the element within a resource (for internal references)","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"DSUBm-Basic-Folder-Subscription","Subscription.channel.type.extension","Subscription.channel.type.extension","","","",0,*,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"DSUBm-Basic-Folder-Subscription","Subscription.channel.type.extension:customChannelType","Subscription.channel.type.extension","customChannelType","","",0,1,"Y","","Y","Extension {[CanonicalType[http://hl7.org/fhir/uv/subscriptions-backport/StructureDefinition/backport-channel-type]]} {[]}
","Extended channel type for notifications","The type of channel to send notifications on.","This extension allows for the use of additional channel types that were not defined in the FHIR R4 subscription definition.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children unless an empty Parameters resource {hasValue() or (children().count() > id.count()) or $this is Parameters}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"DSUBm-Basic-Folder-Subscription","Subscription.channel.type.value","Subscription.channel.type.value","","","",0,1,"","","","code {[]} {[]}
","Primitive value for code","Primitive value for code","","","","","","","","","",,,,,"",,,,"string.value",0,1,"",""
"DSUBm-Basic-Folder-Subscription","Subscription.channel.endpoint","Subscription.channel.endpoint","","","",1,1,"Y","","Y","url {[]} {[]}
","The endpoint should be the endpoint that the Resource Notification Recipient is receiving the notifications.","The url that describes the actual end-point to send messages to.","For rest-hook, and websocket, the end-point must be an http: or https: URL; for email, a mailto: url, for sms, a tel: url, and for message the endpoint can be in any form of url the server understands (usually, http: or mllp:). The URI is allowed to be relative; in which case, it is relative to the server end-point (since there may be more than one, clients should avoid using relative URIs).","","","","","","","","",,,,,"",,,,"Subscription.channel.endpoint",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DSUBm-Basic-Folder-Subscription","Subscription.channel.payload","Subscription.channel.payload","","","",1,1,"","","Y","code {[]} {[]}
","MIME type to send, or omit for no payload","The mime type to send the payload in - either application/fhir+xml, or application/fhir+json. If the payload is not present, then there is no payload in the notification, just a notification. The mime type ""text/plain"" may also be used for Email and SMS subscriptions.","Sending the payload has obvious security implications. The server is responsible for ensuring that the content is appropriately secured.","","","","","","","","",,"required","","https://profiles.ihe.net/ITI/DSUBm/ValueSet/payload-content-value-set","",,,,"Subscription.channel.payload",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DSUBm-Basic-Folder-Subscription","Subscription.channel.payload.id","Subscription.channel.payload.id","","","",0,1,"","","","string {[]} {[]}
","xml:id (or equivalent in JSON)","unique id for the element within a resource (for internal references)","","","","","","","","","",,,,,"",,,,"Element.id",0,1,"",""
"DSUBm-Basic-Folder-Subscription","Subscription.channel.payload.extension","Subscription.channel.payload.extension","","","",1,*,"","","","Extension {[]} {[]}
","Extension","An Extension","","","","","","","","","",,,,,"","value:url}
","",,"open","Element.extension",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"DSUBm-Basic-Folder-Subscription","Subscription.channel.payload.extension:content","Subscription.channel.payload.extension","content","","",1,1,"Y","","Y","Extension {[CanonicalType[http://hl7.org/fhir/uv/subscriptions-backport/StructureDefinition/backport-payload-content]]} {[]}
","Notification content level","How much of the resource content to deliver in the notification payload. The choices are an empty payload, only the resource id, or the full resource content.","Sending the payload has obvious security implications. The server is responsible for ensuring that the content is appropriately secured.","","","","","","","","",,,,,"",,,,"Element.extension",0,*,"ele-1
","ele-1:All FHIR elements must have a @value or children unless an empty Parameters resource {hasValue() or (children().count() > id.count()) or $this is Parameters}
ext-1:Must have either extensions or value[x], not both {extension.exists() != value.exists()}"
"DSUBm-Basic-Folder-Subscription","Subscription.channel.payload.value","Subscription.channel.payload.value","","","",0,1,"","","","code {[]} {[]}
","Primitive value for code","Primitive value for code","","","","","","","","","",,,,,"",,,,"string.value",0,1,"",""
"DSUBm-Basic-Folder-Subscription","Subscription.channel.header","Subscription.channel.header","","","",0,*,"","","Y","string {[]} {[]}
","Usage depends on the channel type","Additional headers / information to send as part of the notification.","Exactly what these mean depend on the channel type. They can convey additional information to the recipient and/or meet security requirements; for example, support of multiple headers in the outgoing notifications for rest-hook type subscriptions.","","","","","","","","",,,,,"",,,,"Subscription.channel.header",0,*,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DSUBm-DocumentReference-MultiPatient-Subscription-AllEvents","Subscription","Subscription","","WebHook
HookRouting Rule","",0,*,"","","","null {[]} {[]}
","Server push subscription criteria","The subscription resource is used to define a push-based subscription from a server to another system. Once a subscription is registered with the server, the server checks every resource that is created or updated, and if the resource matches the given criteria, it sends a message on the defined ""channel"" so that another system can take an appropriate action.","","","","","","","","","",,,,,"",,,,"Subscription",0,*,"","dom-2:If the resource is contained in another resource, it SHALL NOT contain nested Resources {contained.contained.empty()}
dom-3:If the resource is contained in another resource, it SHALL be referred to from elsewhere in the resource or SHALL refer to the containing resource {contained.where(((id.exists() and ('#'+id in (%resource.descendants().reference | %resource.descendants().as(canonical) | %resource.descendants().as(uri) | %resource.descendants().as(url)))) or descendants().where(reference = '#').exists() or descendants().where(as(canonical) = '#').exists() or descendants().where(as(uri) = '#').exists()).not()).trace('unmatched', id).empty()}dom-4:If a resource is contained in another resource, it SHALL NOT have a meta.versionId or a meta.lastUpdated {contained.meta.versionId.empty() and contained.meta.lastUpdated.empty()}dom-5:If a resource is contained in another resource, it SHALL NOT have a security label {contained.meta.security.empty()}dom-6:A resource should have narrative for robust management {text.`div`.exists()}"
"DSUBm-DocumentReference-MultiPatient-Subscription-AllEvents","Subscription.id","Subscription.id","","","",0,1,"","","Y","id {[]} {[]}
","Logical id of this artifact","The logical id of the resource, as used in the URL for the resource. Once assigned, this value never changes.","The only time that a resource does not have an id is when it is being submitted to the server using a create operation.","","","","","","","","",,,,,"",,,,"Resource.id",0,1,"",""
"DSUBm-DocumentReference-MultiPatient-Subscription-AllEvents","Subscription.meta","Subscription.meta","","","",0,1,"","","Y","Meta {[]} {[]}
","Metadata about the resource","The metadata about the resource. This is content that is maintained by the infrastructure. Changes to the content might not always be associated with version changes to the resource.","","","","","","","","","",,,,,"",,,,"Resource.meta",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DSUBm-DocumentReference-MultiPatient-Subscription-AllEvents","Subscription.implicitRules","Subscription.implicitRules","","","",0,1,"","Y","Y","uri {[]} {[]}
","A set of rules under which this content was created","A reference to a set of rules that were followed when the resource was constructed, and which must be understood when processing the content. Often, this is a reference to an implementation guide that defines the special rules along with other profiles etc.","Asserting this rule set restricts the content to be only understood by a limited set of trading partners. This inherently limits the usefulness of the data in the long term. However, the existing health eco-system is highly fractured, and not yet ready to define, collect, and exchange data in a generally computable sense. Wherever possible, implementers and/or specification writers should avoid using this element. Often, when used, the URL is a reference to an implementation guide that defines these special rules as part of it's narrative along with other profiles, value sets, etc.","","","","","","","","",,,,,"",,,,"Resource.implicitRules",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DSUBm-DocumentReference-MultiPatient-Subscription-AllEvents","Subscription.language","Subscription.language","","","",0,1,"","","","code {[]} {[]}
","Language of the resource content","The base language in which the resource is written.","Language is provided to support indexing and accessibility (typically, services such as text to speech use the language tag). The html language tag in the narrative applies  to the narrative. The language tag on the resource may be used to specify the language of other presentations generated from the data in the resource. Not all the content has to be in the base language. The Resource.language should not be assumed to apply to the narrative automatically. If a language is specified, it should it also be specified on the div element in the html (see rules in HTML5 for information about the relationship between xml:lang and the html lang attribute).","","","","","","","","",,"preferred","IETF language tag","http://hl7.org/fhir/ValueSet/languages","",,,,"Resource.language",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
"DSUBm-DocumentReference-MultiPatient-Subscription-AllEvents","Subscription.text","Subscription.text","","narrative
htmlxhtmldisplay","",0,1,"","","","Narrative {[]} {[]}
","Text summary of the resource, for human interpretation","A human-readable narrative that contains a summary of the resource and can be used to represent the content of the resource to a human. The narrative need not encode all the structured data, but is required to contain sufficient detail to make it ""clinically safe"" for a human to just read the narrative. Resource definitions may define what content should be represented in the narrative to ensure clinical safety.","Contained resources do not have narrative. Resources that are not contained SHOULD have a narrative. In some cases, a resource may only have text with little or no additional discrete data (as long as all minOccurs=1 elements are satisfied).  This may be necessary for data from legacy systems where information is captured as a ""text blob"" or where text is additionally entered raw or narrated and encoded information is added later.","","","","","","","","",,,,,"",,,,"DomainResource.text",0,1,"","ele-1:All FHIR elements must have a @value or children {hasValue() or (children().count() > id.count())}
"
