URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/audit-entity-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.458",AuditEventEntityType,Audit event entity type,"Code for the entity type involved in the audit event.","StructureDefinition/IHE.NPFS.SearchFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Source,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Consumer,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Manager,StructureDefinition/IHE.NPFS.SearchFile.Audit.Consumer,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Source,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Manager","THO,hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/dicm-405-mediatype,4.0.1,active,"1.2.840.10008.6.​1.​908",MediaTypeCode,Media Type Code,"Media Type Code","StructureDefinition/IHE.NPFS.SearchFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Source,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Consumer,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Manager,StructureDefinition/IHE.NPFS.SearchFile.Audit.Consumer,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Source,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Manager","DICOM"
http://hl7.org/fhir/ValueSet/document-reference-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.7",DocumentReferenceStatus,DocumentReferenceStatus,"The status of the document reference.","StructureDefinition/IHE.NPFS.DocumentReference","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/document-relationship-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.244",DocumentRelationshipType,DocumentRelationshipType,"The type of relationship between documents.","StructureDefinition/IHE.NPFS.DocumentReference","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/formatcodes,4.0.1,active,"1.3.6.1.4.1.19376.1.2.7.1",DocumentReferenceFormatCodeSet,DocumentReference Format Code Set,"The value set is defined to be the set of format codes defined by the IHE Technical Framework, and also including additional format codes defined by the    HL7. The value set is listed in HITSP C80 Table 2-153 Format Code Value Set Definition,    with additions published later by IHE as published    at http://wiki.ihe.net/index.php?title=IHE_Format_Codes   and with additions published later by HL7 as published at https://confluence.hl7.org/display/SD/Format+Codes+for+IHE+XDS.   This is the code specifying the technical format of the document. Along with the typeCode,    it should provide sufficient information to allow any potential document consumer to know    if it will be able to process the document. The code shall be sufficiently specific to    ensure processing/display by identifying a document encoding, structure and template. The actual list of codes here is incomplete","StructureDefinition/IHE.NPFS.DocumentReference","Other"
http://hl7.org/fhir/ValueSet/http-verb,4.0.1,active,"2.16.840.1.113883.4.642.3.624",HTTPVerb,HTTPVerb,"HTTP verbs (in the HTTP command line). See [HTTP rfc](https://tools.ietf.org/html/rfc7231) for details.","StructureDefinition/IHE.NPFS.ReplaceDocumentBundle,StructureDefinition/IHE.NPFS.UpdateDocumentBundle,StructureDefinition/IHE.NPFS.CreateDocumentBundle","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/identifier-type,4.0.1,active,"2.16.840.1.113883.4.642.3.45",Identifier Type Codes,IdentifierType,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/IHE.NPFS.SearchFile.Audit.Manager,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Consumer,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Manager,StructureDefinition/IHE.NPFS.SearchFile.Audit.Consumer,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Source,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Manager","THO (V2)"
http://hl7.org/fhir/ValueSet/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/IHE.NPFS.SearchFile.Audit.Manager,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Consumer,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Manager,StructureDefinition/IHE.NPFS.SearchFile.Audit.Consumer,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Source,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Manager","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/IHE.NPFS.SearchFile.Audit.Manager,StructureDefinition/IHE.NPFS.DocumentReference,StructureDefinition/IHE.NPFS.ReplaceDocumentBundle,StructureDefinition/IHE.NPFS.UpdateDocumentBundle,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Source,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Consumer,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Manager,StructureDefinition/IHE.NPFS.SearchFile.Audit.Consumer,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Source,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Manager,StructureDefinition/IHE.NPFS.CreateDocumentBundle","hl7.terminology.r4"
http://hl7.org/fhir/ValueSet/mimetypes,4.0.1,active,"2.16.840.1.113883.4.642.3.1024",Mime Types,MimeType,"This value set includes all possible codes from BCP-13 (http://tools.ietf.org/html/bcp13)","StructureDefinition/IHE.NPFS.DocumentReference","Other"
http://hl7.org/fhir/ValueSet/network-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.456",AuditEventAgentNetworkType,AuditEventAgentNetworkType,"The type of network access point of this agent in the audit event.","StructureDefinition/IHE.NPFS.SearchFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Source,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Consumer,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Manager,StructureDefinition/IHE.NPFS.SearchFile.Audit.Consumer,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Source,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Manager","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/object-lifecycle-events,4.0.1,draft,,ObjectLifecycleEvents,null,"This example FHIR value set is comprised of lifecycle event codes. The FHIR Actor value set is based on    DICOM Audit Message, ParticipantObjectDataLifeCycle;   ISO Standard, TS 21089-2017;  ","StructureDefinition/IHE.NPFS.SearchFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Source,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Consumer,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Manager,StructureDefinition/IHE.NPFS.SearchFile.Audit.Consumer,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Source,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Manager","THO"
http://hl7.org/fhir/ValueSet/object-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.460",AuditEventEntityRole,AuditEventEntityRole,"Code representing the role the entity played in the audit event.","StructureDefinition/IHE.NPFS.SearchFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Source,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Consumer,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Manager,StructureDefinition/IHE.NPFS.SearchFile.Audit.Consumer,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Source,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Manager","THO"
http://hl7.org/fhir/ValueSet/participation-role-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.54",ParticipationRoleType,ParticipationRoleType,"This FHIR value set is comprised of Actor participation Type codes, which can be used to value FHIR agents, actors, and other role         elements. The FHIR Actor participation type value set is based on    DICOM Audit Message, C402;   ASTM Standard, E1762-95 [2013]; selected codes and          derived actor roles from HL7 RoleClass OID 2.16.840.1.113883.5.110;    HL7 Role Code 2.16.840.1.113883.5.111, including AgentRoleType;          HL7 ParticipationType OID: 2.16.840.1.113883.5.90; and    HL7 ParticipationFunction codes OID: 2.16.840.1.113883.5.88.           This value set includes, by reference, role codes from external code systems: NUCC Health Care Provider Taxonomy OID: 2.16.840.1.113883.6.101;          North American Industry Classification System [NAICS]OID: 2.16.840.1.113883.6.85; IndustryClassificationSystem 2.16.840.1.113883.1.11.16039;          and US Census Occupation Code OID: 2.16.840.1.113883.6.243 for relevant recipient or custodian codes not included in this value set.            If no source is indicated in the definition comments, then these are example FHIR codes.","StructureDefinition/IHE.NPFS.SearchFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Source,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Consumer,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Manager,StructureDefinition/IHE.NPFS.SearchFile.Audit.Consumer,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Source,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Manager","THO (V3),THO,DICOM"
http://hl7.org/fhir/ValueSet/resource-types,5.0.0,active,"2.16.840.1.113883.4.642.3.27",ResourceType,Resource Types,"Concrete FHIR Resource Types","StructureDefinition/IHE.NPFS.SearchFile.Audit.Manager,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Consumer,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Manager,StructureDefinition/IHE.NPFS.SearchFile.Audit.Consumer,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Source,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Manager","FHIR"
http://hl7.org/fhir/ValueSet/search-entry-mode,4.0.1,active,"2.16.840.1.113883.4.642.3.622",SearchEntryMode,SearchEntryMode,"Why an entry is in the result set - whether it's included as a match or because of an _include requirement, or to convey information or warning information about the search process.","StructureDefinition/IHE.NPFS.ReplaceDocumentBundle,StructureDefinition/IHE.NPFS.UpdateDocumentBundle,StructureDefinition/IHE.NPFS.CreateDocumentBundle","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/security-labels,4.0.1,active,"2.16.840.1.113883.4.642.3.47",All Security Labels,SecurityLabels,"A single value set for all security labels defined by FHIR.","StructureDefinition/IHE.NPFS.SearchFile.Audit.Manager,StructureDefinition/IHE.NPFS.DocumentReference,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Source,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Consumer,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Manager,StructureDefinition/IHE.NPFS.SearchFile.Audit.Consumer,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Source,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Manager",
http://hl7.org/fhir/ValueSet/security-role-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.978",SecurityRoleType,SecurityRoleType,"This example FHIR value set is comprised of example Actor Type codes, which can be used to value FHIR agents, actors, and other role         elements such as those specified in financial transactions. The FHIR Actor value set is based on    DICOM Audit Message, C402;   ASTM Standard, E1762-95 [2013]; selected codes and          derived actor roles from HL7 RoleClass OID 2.16.840.1.113883.5.110;    HL7 Role Code 2.16.840.1.113883.5.111, including AgentRoleType;          HL7 ParticipationType OID: 2.16.840.1.113883.5.90; and    HL7 ParticipationFunction codes OID: 2.16.840.1.113883.5.88.           This value set includes, by reference, role codes from external code systems: NUCC Health Care Provider Taxonomy OID: 2.16.840.1.113883.6.101;          North American Industry Classification System [NAICS]OID: 2.16.840.1.113883.6.85; IndustryClassificationSystem 2.16.840.1.113883.1.11.16039;          and US Census Occupation Code OID: 2.16.840.1.113883.6.243 for relevant recipient or custodian codes not included in this value set.            If no source is indicated in the definition comments, then these are example FHIR codes.          It can be extended with appropriate roles described by SNOMED as well as those described in the HL7 Role Based Access Control Catalog and the          HL7 Healthcare (Security and Privacy) Access Control Catalog.            In Role-Based Access Control (RBAC), permissions are operations on an object that a user wishes to access. Permissions are grouped into roles.          A role characterizes the functions a user is allowed to perform. Roles are assigned to users. If the user's role has the appropriate permissions          to access an object, then that user is granted access to the object. FHIR readily enables RBAC, as FHIR Resources are object types and the CRUDE          events (the FHIR equivalent to permissions in the RBAC scheme) are operations on those objects.          In Attribute-Based Access Control (ABAC), a user requests to perform operations on objects. That user's access request is granted or denied          based on a set of access control policies that are specified in terms of attributes and conditions. FHIR readily enables ABAC, as instances of          a Resource in FHIR (again, Resources are object types) can have attributes associated with them. These attributes include security tags,          environment conditions, and a host of user and object characteristics, which are the same attributes as those used in ABAC. Attributes help          define the access control policies that determine the operations a user may perform on a Resource (in FHIR) or object (in ABAC). For example,          a tag (or attribute) may specify that the identified Resource (object) is not to be further disclosed without explicit consent from the patient.","StructureDefinition/IHE.NPFS.SearchFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Source,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Consumer,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Manager,StructureDefinition/IHE.NPFS.SearchFile.Audit.Consumer,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Source,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Manager","THO (V3),THO,DICOM"
http://terminology.hl7.org/ValueSet/v3-ActCode,2.0.0,active,,ActCode,v3 Code System ActCode,"A code specifying the particular kind of Act that the Act-instance represents within its class.  Constraints:  The kind of Act (e.g. physical examination, serum potassium, inpatient encounter, charge financial transaction, etc.) is specified with a code from one of several, typically external, coding systems.  The coding system will depend on the class of Act, such as LOINC for observations, etc. Conceptually, the Act.code must be a specialization of the Act.classCode. This is why the structure of ActClass domain should be reflected in the superstructure of the ActCode domain and then individual codes or externally referenced vocabularies subordinated under these domains that reflect the ActClass structure. Act.classCode and Act.code are not modifiers of each other but the Act.code concept should really imply the Act.classCode concept. For a negative example, it is not appropriate to use an Act.code ""potassium"" together with and Act.classCode for ""laboratory observation"" to somehow mean ""potassium laboratory observation"" and then use the same Act.code for ""potassium"" together with Act.classCode for ""medication"" to mean ""substitution of potassium"". This mutually modifying use of Act.code and Act.classCode is not permitted.","StructureDefinition/IHE.NPFS.DocumentReference","THO (V3)"
http://terminology.hl7.org/ValueSet/v3-PurposeOfUse,2.0.0,active,"2.16.840.1.113883.1.11.20448",PurposeOfUse,PurposeOfUse,"Supports communication of purpose of use at a general level.","StructureDefinition/IHE.NPFS.SearchFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Source,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Consumer,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Manager,StructureDefinition/IHE.NPFS.SubmitFile.Audit.Manager,StructureDefinition/IHE.NPFS.SearchFile.Audit.Consumer,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Source,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Manager","THO (V3)"
https://profiles.ihe.net/ITI/BALP/ValueSet/DataSources,1.1.2,active,,DataSources,participant source types for RESTful create,"create agent participant types for user operators that are in REST","StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Source,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Manager","THO (V3)"
https://profiles.ihe.net/ITI/BALP/ValueSet/RestObjectRoles,1.1.2,active,,RestObjectRoles,RESTful objects role in the event,"The role that the given Object played in the Audit Event recorded","StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Consumer,StructureDefinition/IHE.NPFS.RetrieveFile.Audit.Manager,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Source,StructureDefinition/IHE.NPFS.UpdateDocumentReference.Audit.Manager","THO"
https://profiles.ihe.net/ITI/NPFS/ValueSet/DocumentReferenceCategory,2.2.0,active,,DocumentReferenceCategory,NPFS DocumentReference category,"ValueSet for the different values of element category","StructureDefinition/IHE.NPFS.DocumentReference","Internal,LOINC"
