URL,Version,Status,OIDs,Name,Title,Description,Used
http://terminology.hl7.org/CodeSystem/v3-ActReason,3.1.0,active,"2.16.840.1.113883.5.8",ActReason,ActReason,"A set of codes specifying the motivation, cause, or rationale of an Act, when such rationale is not reasonably represented as an ActRelationship of type ""has reason"" linking to another Act.    *Examples:* Example reasons that might qualify for being coded in this field might be: ""routine requirement"", ""infectious disease reporting requirement"", ""on patient request"", ""required by law"".","ValueSet/v3-PurposeOfUse"
http://terminology.hl7.org/CodeSystem/v3-ParticipationFunction,3.0.0,active,"2.16.840.1.113883.5.88",ParticipationFunction,ParticipationFunction,"This code is used to specify the exact function an actor had in a service in all necessary detail. This domain may include local extensions (CWE).","ValueSet/participation-role-type,ValueSet/security-role-type"
http://terminology.hl7.org/CodeSystem/v3-ParticipationType,5.0.0,active,"2.16.840.1.113883.5.90",ParticipationType,ParticipationType,"A code specifying the meaning and purpose of every Participation instance. Each of its values implies specific constraints on the Roles undertaking the participation.","ValueSet/participation-role-type,ValueSet/security-role-type"
http://terminology.hl7.org/CodeSystem/v3-RoleClass,4.0.0,active,"2.16.840.1.113883.5.110",RoleClass,RoleClass,"Codes for the Role class hierarchy. The values in this hierarchy, represent a Role which is an association or relationship between two entities - the entity that plays the role and the entity that scopes the role. Roles names are derived from the name of the playing entity in that role.    The role hierarchy stems from three core concepts, or abstract domains:     *  **RoleClassOntological** is an abstract domain that collects roles in which the playing entity is defined or specified by the scoping entity.   *  **RoleClassPartitive** collects roles in which the playing entity is in some sense a ""part"" of the scoping entity.   *  **RoleClassAssociative** collects all of the remaining forms of association between the playing entity and the scoping entity. This set of roles is further partitioned between:             *  **RoleClassPassive** which are roles in which the playing entity is used, known, treated, handled, built, or destroyed, etc. under the auspices of the scoping entity. The playing entity is passive in these roles in that the role exists without an agreement from the playing entity.       *  **RoleClassMutualRelationship** which are relationships based on mutual behavior of the two entities. The basis of these relationship may be formal agreements or they may be *de facto* behavior. Thus, this sub-domain is further divided into:                     *  **RoleClassRelationshipFormal** in which the relationship is formally defined, frequently by a contract or agreement.           *  **Personal relationship** which inks two people in a personal relationship.    The hierarchy discussed above is represented In the current vocabulary tables as a set of abstract domains, with the exception of the ""Personal relationship"" which is a leaf concept.    *OpenIssue:* Description copied from Concept Domain of same name. Must be verified.","ValueSet/participation-role-type,ValueSet/security-role-type"
http://terminology.hl7.org/CodeSystem/v3-RoleCode,3.0.0,active,"2.16.840.1.113883.5.111",RoleCode,RoleCode,"A set of codes further specifying the kind of Role; specific classification codes for further qualifying RoleClass codes.","ValueSet/participation-role-type,ValueSet/security-role-type,ValueSet/v3-ServiceDeliveryLocationRoleType"
https://profiles.ihe.net/ITI/mCSD/CodeSystem/IHE.mCSD.Organization.Location.Types,3.9.0,active,,MCSDOrganizationLocationTypes,mCSD Type codes for Organizations and Locations,"mCSD Type codes for specialized Organization and Location resources.","ValueSet/IHE.mCSD.Organization.Location.Types"
https://profiles.ihe.net/ITI/mCSD/CodeSystem/MCSDEndpointIdentifierTypes,3.9.0,active,,MCSDEndpointIdentifierTypes,mCSD Type codes for Endpoint.identifier,"mCSD Type codes for specific business identifiers for Endpoint resources.","ValueSet/MCSDEndpointIdentifierTypeValueSet"
https://profiles.ihe.net/ITI/mCSD/CodeSystem/MCSDEndpointTypes,3.9.0,active,,MCSDEndpointTypes,mCSD Endpoint Types,"mCSD Endpoint types beyond those in the FHIR core.  The codes defined here are endpoint types defined in IHE profiles at the time of publication.  Other codes might be defined in new IHE profiles written later, where they could define their own code and own codeSystem.  Code pattern: `{Profile}-{Actor}-{Transaction}[-{option}]` * Where Profile is the acronym * Where Actor name compressed to be short yet clear (camel case) * Where Transaction name is compressed to be short yet clear (camel case) * Where the code definition spells out these using the formal names and transaction number * Where an option is important it can be prepended  Note that this codeSystem contains only endpoints needed for Some IHE profiles, and only for the synchronous communication pattern. When Async is supported additional entries will be needed on these actors, and the peer actor will also need to be described. Async is not in scope at this time.","ValueSet/MCSDEndpointTypesCoreDocShareVS,ValueSet/MCSDEndpointTypesVS"
https://profiles.ihe.net/ITI/mCSD/CodeSystem/MCSDOrgAffTypes,3.9.0,active,,MCSDOrgAffTypes,mCSD Organization Affiliation Types,"mCSD OrganizationAffiliation types beyond those in the FHIR core.","ValueSet/MCSDOrgAffTypesVS"
https://profiles.ihe.net/ITI/mCSD/CodeSystem/MCSDOrganizationIdentifierTypes,3.9.0,active,,MCSDOrganizationIdentifierTypes,mCSD Type codes for Organization.identifier,"mCSD Type codes for specific business identifiers for Organization resources.","ValueSet/MCSDOrganizationIdentifierTypeValueSet"
urn:ietf:bcp:47,2.0.1,active,"2.16.840.1.113883.6.121",Ietf3066,Tags for the Identification of Languages,"Older value from OID registry.  Superceded; see recommendations in BCP-47.","ValueSet/languages"
