URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/audit-entity-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.458",AuditEventEntityType,Audit event entity type,"Code for the entity type involved in the audit event.","StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Broker,StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Recipient,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Publisher,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Subscriber","THO,hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Broker,StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Recipient,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Publisher,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Subscriber","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/DSUBm-DocumentReference-PatientDependent-Subscription-AllEvents,StructureDefinition/DSUBm-DocumentReference-PatientDependent-Subscription,StructureDefinition/DSUBm-SubmissionSet-MultiPatient-Subscription,StructureDefinition/DSUBm-Folder-Subscription-UpdateOpt,StructureDefinition/DSUBm-DocumentReference-MultiPatient-Subscription,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Broker,StructureDefinition/DSUBm-Folder-Subscription-for-Full-Events,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Broker,StructureDefinition/IHE.DSUBm.EventNotification,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionStatus-Handshake,StructureDefinition/IHE.DSUBm.SubscriptionDeactivationNotification,StructureDefinition/DSUBm-DocumentReference-PatientDependent-Subscription-MinUpdate,StructureDefinition/IHE.DSUBm.SubscriptionStatus-Heartbeat,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.HeartbeatNotification,StructureDefinition/IHE.DSUBm.SubscriptionStatus-StatusOperation,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Publisher,StructureDefinition/DSUBm-SubmissionSet-PatientDependent-Subscription,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Subscriber,StructureDefinition/IHE.DSUBm.EventsOperation-Bundle,StructureDefinition/IHE.DSUBm.SubscriptionStatus-EventsOperation,StructureDefinition/IHE.DSUBm.SubscriptionStatus-Event,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Broker,StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.HandshakeNotification,StructureDefinition/DSUBm-DocumentReference-MultiPatient-Subscription-MinUpdate,StructureDefinition/DSUBm-Folder-Subscription-MinUpdateOpt,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Recipient,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionStatus-Deactivation,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Subscriber,StructureDefinition/DSUBm-DocumentReference-MultiPatient-Subscription-AllEvents,StructureDefinition/IHE.DSUBm.StatusOperation-Bundle,StructureDefinition/IHE.DSUBm.ResourceBundle,StructureDefinition/DSUBm-Basic-Folder-Subscription,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Broker","hl7.terminology.r4"
http://hl7.org/fhir/ValueSet/network-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.456",AuditEventAgentNetworkType,AuditEventAgentNetworkType,"The type of network access point of this agent in the audit event.","StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Broker,StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Recipient,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Publisher,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Subscriber","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/object-lifecycle-events,4.0.1,draft,,ObjectLifecycleEvents,null,"This example FHIR value set is comprised of lifecycle event codes. The FHIR Actor value set is based on    DICOM Audit Message, ParticipantObjectDataLifeCycle;   ISO Standard, TS 21089-2017;  ","StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Broker,StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Recipient,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Publisher,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Subscriber","THO"
http://hl7.org/fhir/ValueSet/object-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.460",AuditEventEntityRole,AuditEventEntityRole,"Code representing the role the entity played in the audit event.","StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Broker,StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Recipient,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Publisher,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Subscriber","THO"
http://hl7.org/fhir/ValueSet/participation-role-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.54",ParticipationRoleType,ParticipationRoleType,"This FHIR value set is comprised of Actor participation Type codes, which can be used to value FHIR agents, actors, and other role         elements. The FHIR Actor participation type value set is based on    DICOM Audit Message, C402;   ASTM Standard, E1762-95 [2013]; selected codes and          derived actor roles from HL7 RoleClass OID 2.16.840.1.113883.5.110;    HL7 Role Code 2.16.840.1.113883.5.111, including AgentRoleType;          HL7 ParticipationType OID: 2.16.840.1.113883.5.90; and    HL7 ParticipationFunction codes OID: 2.16.840.1.113883.5.88.           This value set includes, by reference, role codes from external code systems: NUCC Health Care Provider Taxonomy OID: 2.16.840.1.113883.6.101;          North American Industry Classification System [NAICS]OID: 2.16.840.1.113883.6.85; IndustryClassificationSystem 2.16.840.1.113883.1.11.16039;          and US Census Occupation Code OID: 2.16.840.1.113883.6.243 for relevant recipient or custodian codes not included in this value set.            If no source is indicated in the definition comments, then these are example FHIR codes.","StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Broker,StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Recipient,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Publisher,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Subscriber","THO (V3),THO,DICOM"
http://hl7.org/fhir/ValueSet/resource-types,4.0.1,active,"2.16.840.1.113883.4.642.3.27",ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Broker,StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Recipient,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Publisher,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Subscriber","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/search-entry-mode,4.0.1,active,"2.16.840.1.113883.4.642.3.622",SearchEntryMode,SearchEntryMode,"Why an entry is in the result set - whether it's included as a match or because of an _include requirement, or to convey information or warning information about the search process.","StructureDefinition/IHE.DSUBm.EventNotification,StructureDefinition/IHE.DSUBm.SubscriptionDeactivationNotification,StructureDefinition/IHE.DSUBm.EventsOperation-Bundle,StructureDefinition/IHE.DSUBm.HeartbeatNotification,StructureDefinition/IHE.DSUBm.HandshakeNotification,StructureDefinition/IHE.DSUBm.StatusOperation-Bundle,StructureDefinition/IHE.DSUBm.ResourceBundle","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/security-labels,4.0.1,active,"2.16.840.1.113883.4.642.3.47",All Security Labels,SecurityLabels,"A single value set for all security labels defined by FHIR.","StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Broker,StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Recipient,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Publisher,StructureDefinition/IHE.DSUBm.ResourceBundle,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Subscriber",
http://hl7.org/fhir/ValueSet/security-role-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.978",SecurityRoleType,SecurityRoleType,"This example FHIR value set is comprised of example Actor Type codes, which can be used to value FHIR agents, actors, and other role         elements such as those specified in financial transactions. The FHIR Actor value set is based on    DICOM Audit Message, C402;   ASTM Standard, E1762-95 [2013]; selected codes and          derived actor roles from HL7 RoleClass OID 2.16.840.1.113883.5.110;    HL7 Role Code 2.16.840.1.113883.5.111, including AgentRoleType;          HL7 ParticipationType OID: 2.16.840.1.113883.5.90; and    HL7 ParticipationFunction codes OID: 2.16.840.1.113883.5.88.           This value set includes, by reference, role codes from external code systems: NUCC Health Care Provider Taxonomy OID: 2.16.840.1.113883.6.101;          North American Industry Classification System [NAICS]OID: 2.16.840.1.113883.6.85; IndustryClassificationSystem 2.16.840.1.113883.1.11.16039;          and US Census Occupation Code OID: 2.16.840.1.113883.6.243 for relevant recipient or custodian codes not included in this value set.            If no source is indicated in the definition comments, then these are example FHIR codes.          It can be extended with appropriate roles described by SNOMED as well as those described in the HL7 Role Based Access Control Catalog and the          HL7 Healthcare (Security and Privacy) Access Control Catalog.            In Role-Based Access Control (RBAC), permissions are operations on an object that a user wishes to access. Permissions are grouped into roles.          A role characterizes the functions a user is allowed to perform. Roles are assigned to users. If the user's role has the appropriate permissions          to access an object, then that user is granted access to the object. FHIR readily enables RBAC, as FHIR Resources are object types and the CRUDE          events (the FHIR equivalent to permissions in the RBAC scheme) are operations on those objects.          In Attribute-Based Access Control (ABAC), a user requests to perform operations on objects. That user's access request is granted or denied          based on a set of access control policies that are specified in terms of attributes and conditions. FHIR readily enables ABAC, as instances of          a Resource in FHIR (again, Resources are object types) can have attributes associated with them. These attributes include security tags,          environment conditions, and a host of user and object characteristics, which are the same attributes as those used in ABAC. Attributes help          define the access control policies that determine the operations a user may perform on a Resource (in FHIR) or object (in ABAC). For example,          a tag (or attribute) may specify that the identified Resource (object) is not to be further disclosed without explicit consent from the patient.","StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Broker,StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Recipient,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Publisher,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Subscriber","THO (V3),THO,DICOM"
http://hl7.org/fhir/ValueSet/subscription-channel-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.500",SubscriptionChannelType,SubscriptionChannelType,"The type of method used to execute a subscription.","StructureDefinition/DSUBm-Folder-Subscription-MinUpdateOpt,StructureDefinition/DSUBm-DocumentReference-PatientDependent-Subscription-MinUpdate,StructureDefinition/DSUBm-DocumentReference-PatientDependent-Subscription-AllEvents,StructureDefinition/DSUBm-DocumentReference-PatientDependent-Subscription,StructureDefinition/DSUBm-SubmissionSet-MultiPatient-Subscription,StructureDefinition/DSUBm-Folder-Subscription-UpdateOpt,StructureDefinition/DSUBm-DocumentReference-MultiPatient-Subscription-AllEvents,StructureDefinition/DSUBm-DocumentReference-MultiPatient-Subscription,StructureDefinition/DSUBm-DocumentReference-MultiPatient-Subscription-MinUpdate,StructureDefinition/DSUBm-SubmissionSet-PatientDependent-Subscription,StructureDefinition/DSUBm-Basic-Folder-Subscription,StructureDefinition/DSUBm-Folder-Subscription-for-Full-Events","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/subscription-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.502",SubscriptionStatus,SubscriptionStatus,"The status of a subscription.","StructureDefinition/DSUBm-DocumentReference-PatientDependent-Subscription-AllEvents,StructureDefinition/IHE.DSUBm.SubscriptionStatus-EventsOperation,StructureDefinition/DSUBm-DocumentReference-PatientDependent-Subscription,StructureDefinition/IHE.DSUBm.SubscriptionStatus-Event,StructureDefinition/DSUBm-Folder-Subscription-UpdateOpt,StructureDefinition/DSUBm-SubmissionSet-MultiPatient-Subscription,StructureDefinition/DSUBm-DocumentReference-MultiPatient-Subscription,StructureDefinition/DSUBm-DocumentReference-MultiPatient-Subscription-MinUpdate,StructureDefinition/DSUBm-Folder-Subscription-for-Full-Events,StructureDefinition/IHE.DSUBm.SubscriptionStatus-Handshake,StructureDefinition/DSUBm-Folder-Subscription-MinUpdateOpt,StructureDefinition/DSUBm-DocumentReference-PatientDependent-Subscription-MinUpdate,StructureDefinition/IHE.DSUBm.SubscriptionStatus-Heartbeat,StructureDefinition/IHE.DSUBm.SubscriptionStatus-Deactivation,StructureDefinition/DSUBm-DocumentReference-MultiPatient-Subscription-AllEvents,StructureDefinition/IHE.DSUBm.SubscriptionStatus-StatusOperation,StructureDefinition/DSUBm-SubmissionSet-PatientDependent-Subscription,StructureDefinition/DSUBm-Basic-Folder-Subscription","hl7.fhir.r4.core"
http://terminology.hl7.org/ValueSet/v3-PurposeOfUse,2.0.0,active,"2.16.840.1.113883.1.11.20448",PurposeOfUse,PurposeOfUse,"Supports communication of purpose of use at a general level.","StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Broker,StructureDefinition/IHE.DSUBm.UpdateResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscription.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Recipient,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Subscriber,StructureDefinition/IHE.DSUBm.UpdateResourceSubscription.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.ResourcePublish.Audit.Publisher,StructureDefinition/IHE.DSUBm.ResourceNotify.Audit.Broker,StructureDefinition/IHE.DSUBm.ResourceSubscriptionPatient.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Subscriber","THO (V3)"
https://profiles.ihe.net/ITI/BALP/ValueSet/AllReadVS,1.1.3,active,,AllReadVS,all Reads,"ValueSet of the restful-interaction reads","StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicRead.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionRead.Audit.Subscriber","hl7.fhir.r4.core"
https://profiles.ihe.net/ITI/BALP/ValueSet/AllSearchVS,1.1.3,active,,AllSearchVS,all Searches,"ValueSet of the restful-interaction searches","StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Subscriber,StructureDefinition/IHE.DSUBm.SubscriptionSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Broker,StructureDefinition/IHE.DSUBm.SubscriptionTopicSearch.Audit.Subscriber","hl7.fhir.r4.core"
