URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/identifier-type,4.0.1,active,"2.16.840.1.113883.4.642.3.45",Identifier Type Codes,IdentifierType,"A coded type for an identifier that can be used to determine which identifier to use for a specific purpose.","StructureDefinition/IHE.PDQm.Match.Audit.Supplier,StructureDefinition/IHE.PDQm.Query.Audit.Supplier,StructureDefinition/IHE.PDQm.Match.Audit.Consumer,StructureDefinition/IHE.PDQm.Patient,StructureDefinition/IHE.PDQm.Query.Audit.Consumer","THO (V2)"
http://hl7.org/fhir/ValueSet/identifier-use,4.0.1,active,"2.16.840.1.113883.4.642.3.57",IdentifierUse,IdentifierUse,"Identifies the purpose for this identifier, if known .","StructureDefinition/IHE.PDQm.Match.Audit.Supplier,StructureDefinition/IHE.PDQm.Query.Audit.Supplier,StructureDefinition/IHE.PDQm.Match.Audit.Consumer,StructureDefinition/IHE.PDQm.Patient,StructureDefinition/IHE.PDQm.Query.Audit.Consumer","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/languages,4.0.1,draft,"2.16.840.1.113883.4.642.3.20",CommonLanguages,Common Languages,"This value set includes common codes from BCP-47 (http://tools.ietf.org/html/bcp47)","StructureDefinition/IHE.PDQm.MatchParametersOut,StructureDefinition/IHE.PDQm.Match.Audit.Supplier,StructureDefinition/IHE.PDQm.Query.Audit.Supplier,StructureDefinition/IHE.PDQm.QueryPatientResourceResponseMessage,StructureDefinition/IHE.PDQm.MatchInputPatient,StructureDefinition/IHE.PDQm.Match.Audit.Consumer,StructureDefinition/IHE.PDQm.Patient,StructureDefinition/IHE.PDQm.Query.Audit.Consumer,StructureDefinition/IHE.PDQm.MatchParametersIn","hl7.terminology.r4"
http://hl7.org/fhir/ValueSet/link-type,4.0.1,active,"2.16.840.1.113883.4.642.3.423",LinkType,LinkType,"The type of link between this patient resource and another patient resource.","StructureDefinition/IHE.PDQm.MatchInputPatient,StructureDefinition/IHE.PDQm.Patient","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/marital-status,4.0.1,active,"2.16.840.1.113883.4.642.3.29",Marital Status Codes,MaritalStatus,"This value set defines the set of codes that can be used to indicate the marital status of a person.","StructureDefinition/IHE.PDQm.MatchInputPatient,StructureDefinition/IHE.PDQm.Patient","THO (V3)"
http://hl7.org/fhir/ValueSet/network-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.456",AuditEventAgentNetworkType,AuditEventAgentNetworkType,"The type of network access point of this agent in the audit event.","StructureDefinition/IHE.PDQm.Match.Audit.Supplier,StructureDefinition/IHE.PDQm.Query.Audit.Supplier,StructureDefinition/IHE.PDQm.Match.Audit.Consumer,StructureDefinition/IHE.PDQm.Query.Audit.Consumer","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/object-lifecycle-events,5.1.0,active,"2.16.840.1.113883.4.642.3.3009",ObjectLifecycleEvents,ObjectLifecycleEvents,"This FHIR value set is comprised of lifecycle event codes. The FHIR Actor value set is based on    DICOM Audit Message, ParticipantObjectDataLifeCycle;   ISO Standard, TS 21089-2017;  ","StructureDefinition/IHE.PDQm.Match.Audit.Supplier,StructureDefinition/IHE.PDQm.Query.Audit.Supplier,StructureDefinition/IHE.PDQm.Match.Audit.Consumer,StructureDefinition/IHE.PDQm.Query.Audit.Consumer","THO"
http://hl7.org/fhir/ValueSet/object-role,4.0.1,draft,"2.16.840.1.113883.4.642.3.460",AuditEventEntityRole,AuditEventEntityRole,"Code representing the role the entity played in the audit event.","StructureDefinition/IHE.PDQm.Match.Audit.Supplier,StructureDefinition/IHE.PDQm.Query.Audit.Supplier,StructureDefinition/IHE.PDQm.Match.Audit.Consumer,StructureDefinition/IHE.PDQm.Query.Audit.Consumer","THO"
http://hl7.org/fhir/ValueSet/participation-role-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.54",ParticipationRoleType,ParticipationRoleType,"This FHIR value set is comprised of Actor participation Type codes, which can be used to value FHIR agents, actors, and other role         elements. The FHIR Actor participation type value set is based on    DICOM Audit Message, C402;   ASTM Standard, E1762-95 [2013]; selected codes and          derived actor roles from HL7 RoleClass OID 2.16.840.1.113883.5.110;    HL7 Role Code 2.16.840.1.113883.5.111, including AgentRoleType;          HL7 ParticipationType OID: 2.16.840.1.113883.5.90; and    HL7 ParticipationFunction codes OID: 2.16.840.1.113883.5.88.           This value set includes, by reference, role codes from external code systems: NUCC Health Care Provider Taxonomy OID: 2.16.840.1.113883.6.101;          North American Industry Classification System [NAICS]OID: 2.16.840.1.113883.6.85; IndustryClassificationSystem 2.16.840.1.113883.1.11.16039;          and US Census Occupation Code OID: 2.16.840.1.113883.6.243 for relevant recipient or custodian codes not included in this value set.            If no source is indicated in the definition comments, then these are example FHIR codes.","StructureDefinition/IHE.PDQm.Match.Audit.Supplier,StructureDefinition/IHE.PDQm.Query.Audit.Supplier,StructureDefinition/IHE.PDQm.Match.Audit.Consumer,StructureDefinition/IHE.PDQm.Query.Audit.Consumer","THO (V3),THO,DICOM"
http://hl7.org/fhir/ValueSet/patient-contactrelationship,4.0.1,active,"2.16.840.1.113883.4.642.3.1130",PatientContactRelationship,Patient Contact Relationship ,"The nature of the relationship between the patient and the contact person.","StructureDefinition/IHE.PDQm.MatchInputPatient,StructureDefinition/IHE.PDQm.Patient","THO (V2)"
http://hl7.org/fhir/ValueSet/resource-types,4.0.1,active,"2.16.840.1.113883.4.642.3.27",ResourceType,ResourceType,"One of the resource types defined as part of this version of FHIR.","StructureDefinition/IHE.PDQm.Match.Audit.Supplier,StructureDefinition/IHE.PDQm.Query.Audit.Supplier,StructureDefinition/IHE.PDQm.Match.Audit.Consumer,StructureDefinition/IHE.PDQm.Query.Audit.Consumer","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/search-entry-mode,4.0.1,active,"2.16.840.1.113883.4.642.3.622",SearchEntryMode,SearchEntryMode,"Why an entry is in the result set - whether it's included as a match or because of an _include requirement, or to convey information or warning information about the search process.","StructureDefinition/IHE.PDQm.MatchParametersOut,StructureDefinition/IHE.PDQm.QueryPatientResourceResponseMessage","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/security-labels,4.0.1,active,"2.16.840.1.113883.4.642.3.47",All Security Labels,SecurityLabels,"A single value set for all security labels defined by FHIR.","StructureDefinition/IHE.PDQm.Match.Audit.Supplier,StructureDefinition/IHE.PDQm.Query.Audit.Supplier,StructureDefinition/IHE.PDQm.Match.Audit.Consumer,StructureDefinition/IHE.PDQm.Query.Audit.Consumer",
http://hl7.org/fhir/ValueSet/security-role-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.978",SecurityRoleType,SecurityRoleType,"This example FHIR value set is comprised of example Actor Type codes, which can be used to value FHIR agents, actors, and other role         elements such as those specified in financial transactions. The FHIR Actor value set is based on    DICOM Audit Message, C402;   ASTM Standard, E1762-95 [2013]; selected codes and          derived actor roles from HL7 RoleClass OID 2.16.840.1.113883.5.110;    HL7 Role Code 2.16.840.1.113883.5.111, including AgentRoleType;          HL7 ParticipationType OID: 2.16.840.1.113883.5.90; and    HL7 ParticipationFunction codes OID: 2.16.840.1.113883.5.88.           This value set includes, by reference, role codes from external code systems: NUCC Health Care Provider Taxonomy OID: 2.16.840.1.113883.6.101;          North American Industry Classification System [NAICS]OID: 2.16.840.1.113883.6.85; IndustryClassificationSystem 2.16.840.1.113883.1.11.16039;          and US Census Occupation Code OID: 2.16.840.1.113883.6.243 for relevant recipient or custodian codes not included in this value set.            If no source is indicated in the definition comments, then these are example FHIR codes.          It can be extended with appropriate roles described by SNOMED as well as those described in the HL7 Role Based Access Control Catalog and the          HL7 Healthcare (Security and Privacy) Access Control Catalog.            In Role-Based Access Control (RBAC), permissions are operations on an object that a user wishes to access. Permissions are grouped into roles.          A role characterizes the functions a user is allowed to perform. Roles are assigned to users. If the user's role has the appropriate permissions          to access an object, then that user is granted access to the object. FHIR readily enables RBAC, as FHIR Resources are object types and the CRUDE          events (the FHIR equivalent to permissions in the RBAC scheme) are operations on those objects.          In Attribute-Based Access Control (ABAC), a user requests to perform operations on objects. That user's access request is granted or denied          based on a set of access control policies that are specified in terms of attributes and conditions. FHIR readily enables ABAC, as instances of          a Resource in FHIR (again, Resources are object types) can have attributes associated with them. These attributes include security tags,          environment conditions, and a host of user and object characteristics, which are the same attributes as those used in ABAC. Attributes help          define the access control policies that determine the operations a user may perform on a Resource (in FHIR) or object (in ABAC). For example,          a tag (or attribute) may specify that the identified Resource (object) is not to be further disclosed without explicit consent from the patient.","StructureDefinition/IHE.PDQm.Match.Audit.Supplier,StructureDefinition/IHE.PDQm.Query.Audit.Supplier,StructureDefinition/IHE.PDQm.Match.Audit.Consumer,StructureDefinition/IHE.PDQm.Query.Audit.Consumer","THO (V3),THO,DICOM"
http://terminology.hl7.org/ValueSet/v3-PurposeOfUse,3.1.0,active,"2.16.840.1.113883.1.11.20448",PurposeOfUse,PurposeOfUse,"Supports communication of purpose of use at a general level.","StructureDefinition/IHE.PDQm.Match.Audit.Supplier,StructureDefinition/IHE.PDQm.Query.Audit.Supplier,StructureDefinition/IHE.PDQm.Match.Audit.Consumer,StructureDefinition/IHE.PDQm.Query.Audit.Consumer","THO (V3)"
https://profiles.ihe.net/ITI/BALP/ValueSet/AllSearchVS,1.1.3,active,,AllSearchVS,all Searches,"ValueSet of the restful-interaction searches","StructureDefinition/IHE.PDQm.Match.Audit.Supplier,StructureDefinition/IHE.PDQm.Query.Audit.Supplier,StructureDefinition/IHE.PDQm.Match.Audit.Consumer,StructureDefinition/IHE.PDQm.Query.Audit.Consumer","hl7.fhir.r4.core"
